dataset,capacity_max,smiles,canon_smiles,selfies,molecule
expert2,310.0,OC1=C(/C=N/C2=CC=C(C3=NC(C4=CN=C(/N=C/C5=C(O)C(C=O)=C(O)C(C=O)=C5)C=C4)=NC(C6=CC=C(/N=C/C7=C(O)C(C=O)=C(O)C(C=O)=C7)N=C6)=N3)C=N2)C=C(C=O)C(O)=C1C=O,O=Cc1cc(/C=N/c2ccc(-c3nc(-c4ccc(/N=C/c5cc(C=O)c(O)c(C=O)c5O)nc4)nc(-c4ccc(/N=C/c5cc(C=O)c(O)c(C=O)c5O)nc4)n3)cn2)c(O)c(C=O)c1O,[O][=C][C][=C][C][Branch2][Branch2][C][/C][=N][/C][=C][C][=C][Branch2][#Branch1][Ring2][C][=N][C][Branch2][Ring2][Ring1][C][=C][C][=C][Branch2][Ring1][#Branch1][/N][=C][/C][=C][C][Branch1][Ring1][C][=O][=C][Branch1][C][O][C][Branch1][Ring1][C][=O][=C][Ring1][O][O][N][=C][Ring2][Ring1][Ring2][=N][C][Branch2][Ring2][Ring1][C][=C][C][=C][Branch2][Ring1][#Branch1][/N][=C][/C][=C][C][Branch1][Ring1][C][=O][=C][Branch1][C][O][C][Branch1][Ring1][C][=O][=C][Ring1][O][O][N][=C][Ring2][Ring1][Ring2][=N][Ring2][Ring2][=C][C][=N][Ring2][Branch1][Ring2][=C][Branch1][C][O][C][Branch1][Ring1][C][=O][=C][Ring2][Branch1][#C][O],<rdkit.Chem.rdchem.Mol object at 0x7f9a602f4d60>
expert2,400.0,OC1=C(/C=N/C2=CC=C(C3=NC(C4=CN=C(/N=C/C5=C(O)C(C=O)=C(O)C(C=O)=C5O)C=C4)=NC(C6=CC=C(/N=C/C7=C(O)C(C=O)=C(O)C(C=O)=C7O)N=C6)=N3)C=N2)C(O)=C(C=O)C(O)=C1C=O,O=Cc1c(O)c(C=O)c(O)c(/C=N/c2ccc(-c3nc(-c4ccc(/N=C/c5c(O)c(C=O)c(O)c(C=O)c5O)nc4)nc(-c4ccc(/N=C/c5c(O)c(C=O)c(O)c(C=O)c5O)nc4)n3)cn2)c1O,[O][=C][C][=C][Branch1][C][O][C][Branch1][Ring1][C][=O][=C][Branch1][C][O][C][Branch2][Branch2][Branch2][/C][=N][/C][=C][C][=C][Branch2][#Branch1][#Branch2][C][=N][C][Branch2][Ring2][=Branch1][C][=C][C][=C][Branch2][Ring1][#Branch2][/N][=C][/C][=C][Branch1][C][O][C][Branch1][Ring1][C][=O][=C][Branch1][C][O][C][Branch1][Ring1][C][=O][=C][Ring1][N][O][N][=C][Ring2][Ring1][Branch1][=N][C][Branch2][Ring2][=Branch1][C][=C][C][=C][Branch2][Ring1][#Branch2][/N][=C][/C][=C][Branch1][C][O][C][Branch1][Ring1][C][=O][=C][Branch1][C][O][C][Branch1][Ring1][C][=O][=C][Ring1][N][O][N][=C][Ring2][Ring1][Branch1][=N][Ring2][Ring2][S][C][=N][Ring2][Branch1][=Branch1][=C][Ring2][=Branch1][C][O],<rdkit.Chem.rdchem.Mol object at 0x7f9a602f4cf0>
expert3,39.45,BrC%20=CC%19Sc%18cc(Br)c(c%17ccc(c%16ccc(C(c5ccc(c4ccc(c3cc2SC1C=C(Br)C(Br)=CC1Sc2cc3Br)cc4)cc5)C(c%10ccc(c9ccc(c8cc7SC6C=C(Br)C(Br)=CC6Sc7cc8Br)cc9)cc%10)c%15ccc(c%14ccc(c%13cc%12sc%11cc(Br)c(Br)cc%11sc%12cc%13Br)cc%14)cc%15)cc%16)cc%17)cc%18SC%19C=C%20Br,BrC1=CC2Sc3cc(Br)c(-c4ccc(-c5ccc(C(c6ccc(-c7ccc(-c8cc9c(cc8Br)Sc8cc(Br)c(Br)cc8S9)cc7)cc6)C(c6ccc(-c7ccc(-c8cc9c(cc8Br)SC8C=C(Br)C(Br)=CC8S9)cc7)cc6)c6ccc(-c7ccc(-c8cc9c(cc8Br)SC8C=C(Br)C(Br)=CC8S9)cc7)cc6)cc5)cc4)cc3SC2C=C1Br,[Br][C][=C][C][S][C][=C][C][Branch1][C][Br][=C][Branch2][=N][S][C][=C][C][=C][Branch2][=N][Ring2][C][=C][C][=C][Branch2][N][Branch2][C][Branch2][Branch1][=Branch1][C][=C][C][=C][Branch2][Ring2][#Branch2][C][=C][C][=C][Branch2][Ring1][=C][C][=C][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][Br][S][C][=C][C][Branch1][C][Br][=C][Branch1][C][Br][C][=C][Ring1][Branch2][S][Ring1][#C][C][=C][Ring2][Ring1][#Branch1][C][=C][Ring2][Ring1][=N][C][Branch2][Branch1][=Branch1][C][=C][C][=C][Branch2][Ring2][#Branch2][C][=C][C][=C][Branch2][Ring1][=C][C][=C][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][Br][S][C][C][=C][Branch1][C][Br][C][Branch1][C][Br][=C][C][Ring1][Branch2][S][Ring1][#C][C][=C][Ring2][Ring1][#Branch1][C][=C][Ring2][Ring1][=N][C][=C][C][=C][Branch2][Ring2][#Branch2][C][=C][C][=C][Branch2][Ring1][=C][C][=C][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][Br][S][C][C][=C][Branch1][C][Br][C][Branch1][C][Br][=C][C][Ring1][Branch2][S][Ring1][#C][C][=C][Ring2][Ring1][#Branch1][C][=C][Ring2][Ring1][=N][C][=C][Ring2][#Branch1][#C][C][=C][Ring2][Branch2][Branch1][C][=C][Ring2][Branch2][N][S][C][Ring2][Branch2][S][C][=C][Ring2][=Branch2][Ring2][Br],<rdkit.Chem.rdchem.Mol object at 0x7f9a602f4a50>
expert3,51.0,BrC%20=CC%19Sc%18cc(c%17ccc(c%16ccc(C(c5ccc(c4ccc(c3ccc2SC1C=CC(Br)=CC1Sc2c3)cc4)cc5)C(c%10ccc(c9ccc(c8ccc7SC6C=CC(Br)=CC6Sc7c8)cc9)cc%10)c%15ccc(c%14ccc(c%13ccc%12sc%11ccc(Br)cc%11sc%12c%13)cc%14)cc%15)cc%16)cc%17)ccc%18SC%19C=C%20,BrC1=CC2Sc3cc(-c4ccc(-c5ccc(C(c6ccc(-c7ccc(-c8ccc9c(c8)Sc8cc(Br)ccc8S9)cc7)cc6)C(c6ccc(-c7ccc(-c8ccc9c(c8)SC8C=C(Br)C=CC8S9)cc7)cc6)c6ccc(-c7ccc(-c8ccc9c(c8)SC8C=C(Br)C=CC8S9)cc7)cc6)cc5)cc4)ccc3SC2C=C1,[Br][C][=C][C][S][C][=C][C][Branch2][=N][Ring2][C][=C][C][=C][Branch2][N][Branch2][C][=C][C][=C][Branch2][O][N][C][Branch2][Branch1][C][C][=C][C][=C][Branch2][Ring2][=Branch1][C][=C][C][=C][Branch2][Ring1][#Branch2][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][S][C][=C][C][Branch1][C][Br][=C][C][=C][Ring1][#Branch1][S][Ring1][N][C][=C][Ring2][Ring1][Branch1][C][=C][Ring2][Ring1][O][C][Branch2][Branch1][C][C][=C][C][=C][Branch2][Ring2][=Branch1][C][=C][C][=C][Branch2][Ring1][#Branch2][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][S][C][C][=C][Branch1][C][Br][C][=C][C][Ring1][#Branch1][S][Ring1][N][C][=C][Ring2][Ring1][Branch1][C][=C][Ring2][Ring1][O][C][=C][C][=C][Branch2][Ring2][=Branch1][C][=C][C][=C][Branch2][Ring1][#Branch2][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][S][C][C][=C][Branch1][C][Br][C][=C][C][Ring1][#Branch1][S][Ring1][N][C][=C][Ring2][Ring1][Branch1][C][=C][Ring2][Ring1][O][C][=C][Ring2][#Branch1][=Branch2][C][=C][Ring2][#Branch1][#C][=C][C][=C][Ring2][Branch2][Branch1][S][C][Ring2][Branch2][=Branch2][C][=C][Ring2][Branch2][=N],<rdkit.Chem.rdchem.Mol object at 0x7f9a602f6d50>
expert3,31.37,C#Cc%23ccc(N%22COc%21cc%20CN(C#Cc%19ccc%18CN(c%17ccc(N(c8ccc(N7COc6cc(C#Cc5ccc(N4COc3cc2CN(c1ccc(C#C)cc1)COc2cc3C4)cc5)ccc6C7)cc8)c%16ccc(N%15COc%14cc(C#Cc%13ccc(N%12COc%11cc%10CN(c9ccc(C#C)cc9)COc%10cc%11C%12)cc%13)ccc%14C%15)cc%16)cc%17)COc%18c%19)COc%20cc%21C%22)cc%23,C#Cc1ccc(N2COc3cc4c(cc3C2)OCN(C#Cc2ccc3c(c2)OCN(c2ccc(N(c5ccc(N6COc7cc(C#Cc8ccc(N9COc%10cc%11c(cc%10C9)OCN(c9ccc(C#C)cc9)C%11)cc8)ccc7C6)cc5)c5ccc(N6COc7cc(C#Cc8ccc(N9COc%10cc%11c(cc%10C9)OCN(c9ccc(C#C)cc9)C%11)cc8)ccc7C6)cc5)cc2)C3)C4)cc1,[C][#C][C][=C][C][=C][Branch2][S][Ring1][N][C][O][C][=C][C][=C][Branch1][Branch2][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][O][C][N][Branch2][=C][=Branch2][C][#C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][N][Branch2][=N][Ring1][C][=C][C][=C][Branch2][N][#Branch1][N][Branch2][#Branch1][C][C][=C][C][=C][Branch2][=Branch1][=Branch1][N][C][O][C][=C][C][Branch2][Branch1][Ring1][C][#C][C][=C][C][=C][Branch2][Ring2][Branch1][N][C][O][C][=C][C][=C][Branch1][Branch2][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][O][C][N][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][#C][C][=C][Ring1][Branch2][C][Ring1][P][C][=C][Ring2][Ring1][N][=C][C][=C][Ring2][Ring2][Ring2][C][Ring2][Ring2][Branch2][C][=C][Ring2][Ring2][=C][C][=C][C][=C][Branch2][=Branch1][=Branch1][N][C][O][C][=C][C][Branch2][Branch1][Ring1][C][#C][C][=C][C][=C][Branch2][Ring2][Branch1][N][C][O][C][=C][C][=C][Branch1][Branch2][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][O][C][N][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][#C][C][=C][Ring1][Branch2][C][Ring1][P][C][=C][Ring2][Ring1][N][=C][C][=C][Ring2][Ring2][Ring2][C][Ring2][Ring2][Branch2][C][=C][Ring2][Ring2][=C][C][=C][Ring2][Branch2][Ring1][C][Ring2][Branch2][#Branch2][C][Ring2][=Branch2][Branch2][C][=C][Ring2][#Branch2][Ring1],<rdkit.Chem.rdchem.Mol object at 0x7f9a602f7060>
expert3,67.07,CCc%15ccc(NCc%14cc(O)c(CNc%13ccc(CCc%12ccc(CNc%11ccc(N(c5ccc(NCc4ccc(CCc3ccc(NCc2cc(O)c(CNc1ccc(CC)cc1)cc2O)cc3)cc4O)cc5)c%10ccc(NCc9ccc(CCc8ccc(NCc7cc(O)c(CNc6ccc(CC)cc6)cc7O)cc8)cc9O)cc%10)cc%11)c(O)c%12)cc%13)cc%14O)cc%15,CCc1ccc(NCc2cc(O)c(CNc3ccc(CCc4ccc(CNc5ccc(N(c6ccc(NCc7ccc(CCc8ccc(NCc9cc(O)c(CNc%10ccc(CC)cc%10)cc9O)cc8)cc7O)cc6)c6ccc(NCc7ccc(CCc8ccc(NCc9cc(O)c(CNc%10ccc(CC)cc%10)cc9O)cc8)cc7O)cc6)cc5)c(O)c4)cc3)cc2O)cc1,[C][C][C][=C][C][=C][Branch2][#C][C][N][C][C][=C][C][Branch1][C][O][=C][Branch2][=N][S][C][N][C][=C][C][=C][Branch2][=N][C][C][C][C][=C][C][=C][Branch2][O][P][C][N][C][=C][C][=C][Branch2][O][Ring1][N][Branch2][=Branch1][Branch2][C][=C][C][=C][Branch2][Branch1][N][N][C][C][=C][C][=C][Branch2][Ring2][=N][C][C][C][=C][C][=C][Branch2][Ring1][#C][N][C][C][=C][C][Branch1][C][O][=C][Branch1][#C][C][N][C][=C][C][=C][Branch1][Ring1][C][C][C][=C][Ring1][Branch2][C][=C][Ring1][P][O][C][=C][Ring2][Ring1][#Branch2][C][=C][Ring2][Ring2][C][O][C][=C][Ring2][Ring2][O][C][=C][C][=C][Branch2][Branch1][N][N][C][C][=C][C][=C][Branch2][Ring2][=N][C][C][C][=C][C][=C][Branch2][Ring1][#C][N][C][C][=C][C][Branch1][C][O][=C][Branch1][#C][C][N][C][=C][C][=C][Branch1][Ring1][C][C][C][=C][Ring1][Branch2][C][=C][Ring1][P][O][C][=C][Ring2][Ring1][#Branch2][C][=C][Ring2][Ring2][C][O][C][=C][Ring2][Ring2][O][C][=C][Ring2][#Branch1][=N][C][Branch1][C][O][=C][Ring2][Branch2][=Branch1][C][=C][Ring2][Branch2][=C][C][=C][Ring2][=Branch2][#Branch1][O][C][=C][Ring2][=Branch2][S],<rdkit.Chem.rdchem.Mol object at 0x7f9a602f52a0>
expert3,72.75,COc7ccc(C(c1ccc(OC)cc1)=c5c2ccccc2c(=C(c3ccc(OC)cc3)c4ccc(OC)cc4)c6ccccc56)cc7,COc1ccc(C(c2ccc(OC)cc2)=c2c3ccccc3c(=C(c3ccc(OC)cc3)c3ccc(OC)cc3)c3ccccc23)cc1,[C][O][C][=C][C][=C][Branch2][=Branch1][Ring1][C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch2][Ring1][N][=C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][C][=C][C][=C][C][=C][Ring2][Ring1][#C][Ring1][=Branch1][C][=C][Ring2][Ring2][=C],<rdkit.Chem.rdchem.Mol object at 0x7f9a602f7ed0>
expert3,98.4,Clc%11nc(Cl)nc(c%10ccc(C(c2ccc(c1nc(Cl)nc(Cl)n1)cc2)=c8c3ccccc3c(=C(c5ccc(c4nc(Cl)nc(Cl)n4)cc5)c7ccc(c6nc(Cl)nc(Cl)n6)cc7)c9ccccc89)cc%10)n%11,Clc1nc(Cl)nc(-c2ccc(C(c3ccc(-c4nc(Cl)nc(Cl)n4)cc3)=c3c4ccccc4c(=C(c4ccc(-c5nc(Cl)nc(Cl)n5)cc4)c4ccc(-c5nc(Cl)nc(Cl)n5)cc4)c4ccccc34)cc2)n1,[Cl][C][=N][C][Branch1][C][Cl][=N][C][Branch2][=Branch2][Branch1][C][=C][C][=C][Branch2][Branch2][=Branch2][C][Branch2][Ring1][=Branch2][C][=C][C][=C][Branch1][#C][C][=N][C][Branch1][C][Cl][=N][C][Branch1][C][Cl][=N][Ring1][Branch2][C][=C][Ring1][=C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch2][Branch1][Branch1][=C][Branch2][Ring1][=Branch2][C][=C][C][=C][Branch1][#C][C][=N][C][Branch1][C][Cl][=N][C][Branch1][C][Cl][=N][Ring1][Branch2][C][=C][Ring1][=C][C][=C][C][=C][Branch1][#C][C][=N][C][Branch1][C][Cl][=N][C][Branch1][C][Cl][=N][Ring1][Branch2][C][=C][Ring1][=C][C][=C][C][=C][C][=C][Ring2][Ring2][O][Ring1][=Branch1][C][=C][Ring2][Branch1][S][=N][Ring2][=Branch1][#Branch1],<rdkit.Chem.rdchem.Mol object at 0x7f9a602f6e30>
expert3,231.0,c7ncnc(c6ccc(c5cc(c2ccc(c1ncncn1)cc2)nc(c4ccc(c3ncncn3)cc4)c5)cc6)n7,c1ncnc(-c2ccc(-c3cc(-c4ccc(-c5ncncn5)cc4)nc(-c4ccc(-c5ncncn5)cc4)c3)cc2)n1,[C][=N][C][=N][C][Branch2][Branch1][S][C][=C][C][=C][Branch2][Branch1][Ring2][C][=C][C][Branch2][Ring1][Ring1][C][=C][C][=C][Branch1][=Branch2][C][=N][C][=N][C][=N][Ring1][=Branch1][C][=C][Ring1][N][=N][C][Branch2][Ring1][Ring1][C][=C][C][=C][Branch1][=Branch2][C][=N][C][=N][C][=N][Ring1][=Branch1][C][=C][Ring1][N][=C][Ring2][Ring1][=C][C][=C][Ring2][Ring2][Ring2][=N][Ring2][Ring2][#Branch2],<rdkit.Chem.rdchem.Mol object at 0x7f9a602f4e40>
expert3,1236.0,O=Cc4ccc(/C=N/c3nc(/N=C/c1ccc(C=O)cc1)nc(/N=C/c2ccc(C=O)cc2)n3)cc4,O=Cc1ccc(/C=N/c2nc(/N=C/c3ccc(C=O)cc3)nc(/N=C/c3ccc(C=O)cc3)n2)cc1,[O][=C][C][=C][C][=C][Branch2][Ring2][N][/C][=N][/C][=N][C][Branch1][#C][/N][=C][/C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][=N][C][Branch1][#C][/N][=C][/C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][=N][Ring2][Ring1][#Branch2][C][=C][Ring2][Ring2][C],<rdkit.Chem.rdchem.Mol object at 0x7f9a602f70d0>
expert3,575.0,O=Cc4ccc(/C=N/c3ccc(Oc2ccc(/N=C/c1ccc(C=O)cc1)cc2)cc3)cc4,O=Cc1ccc(/C=N/c2ccc(Oc3ccc(/N=C/c4ccc(C=O)cc4)cc3)cc2)cc1,[O][=C][C][=C][C][=C][Branch2][Ring2][Branch2][/C][=N][/C][=C][C][=C][Branch2][Ring1][#Branch2][O][C][=C][C][=C][Branch1][#C][/N][=C][/C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][C][=C][Ring1][S][C][=C][Ring2][Ring1][#Branch1][C][=C][Ring2][Ring1][#C],<rdkit.Chem.rdchem.Mol object at 0x7f9a602f44a0>
expert3,291.1,O=Cc6c(O)c(C=O)c(=O)c(=CNc5ccc(N(c2ccc(NC=c1c(O)c(C=O)c(O)c(C=O)c1=O)cc2)c4ccc(NC=c3c(O)c(C=O)c(O)c(C=O)c3=O)cc4)cc5)c6O,O=CC1=C(O)C(C=O)=C(O)C(=CNc2ccc(N(c3ccc(NC=C4C(=O)C(C=O)=C(O)C(C=O)=C4O)cc3)c3ccc(NC=C4C(=O)C(C=O)=C(O)C(C=O)=C4O)cc3)cc2)C1=O,[O][=C][C][=C][Branch1][C][O][C][Branch1][Ring1][C][=O][=C][Branch1][C][O][C][=Branch2][#Branch1][=N][=C][N][C][=C][C][=C][Branch2][=Branch1][#C][N][Branch2][Ring2][=Branch1][C][=C][C][=C][Branch2][Ring1][#Branch2][N][C][=C][C][=Branch1][C][=O][C][Branch1][Ring1][C][=O][=C][Branch1][C][O][C][Branch1][Ring1][C][=O][=C][Ring1][N][O][C][=C][Ring2][Ring1][Branch1][C][=C][C][=C][Branch2][Ring1][#Branch2][N][C][=C][C][=Branch1][C][=O][C][Branch1][Ring1][C][=O][=C][Branch1][C][O][C][Branch1][Ring1][C][=O][=C][Ring1][N][O][C][=C][Ring2][Ring1][Branch1][C][=C][Ring2][Ring2][P][C][Ring2][Branch1][=N][=O],<rdkit.Chem.rdchem.Mol object at 0x7f9a602f76f0>
expert3,209.0,O=Cc7c(O)c(C=O)c(=O)c(=CNc6ccc(c5cc(c2ccc(NC=c1c(O)c(C=O)c(O)c(C=O)c1=O)cc2)nc(c4ccc(NC=c3c(O)c(C=O)c(O)c(C=O)c3=O)cc4)c5)cc6)c7O,O=CC1=C(O)C(C=O)=C(O)C(=CNc2ccc(-c3cc(-c4ccc(NC=C5C(=O)C(C=O)=C(O)C(C=O)=C5O)cc4)nc(-c4ccc(NC=C5C(=O)C(C=O)=C(O)C(C=O)=C5O)cc4)c3)cc2)C1=O,[O][=C][C][=C][Branch1][C][O][C][Branch1][Ring1][C][=O][=C][Branch1][C][O][C][=Branch2][Branch2][Branch2][=C][N][C][=C][C][=C][Branch2][#Branch1][#Branch2][C][=C][C][Branch2][Ring2][=Branch1][C][=C][C][=C][Branch2][Ring1][#Branch2][N][C][=C][C][=Branch1][C][=O][C][Branch1][Ring1][C][=O][=C][Branch1][C][O][C][Branch1][Ring1][C][=O][=C][Ring1][N][O][C][=C][Ring2][Ring1][Branch1][=N][C][Branch2][Ring2][=Branch1][C][=C][C][=C][Branch2][Ring1][#Branch2][N][C][=C][C][=Branch1][C][=O][C][Branch1][Ring1][C][=O][=C][Branch1][C][O][C][Branch1][Ring1][C][=O][=C][Ring1][N][O][C][=C][Ring2][Ring1][Branch1][=C][Ring2][Ring2][S][C][=C][Ring2][Branch1][=Branch1][C][Ring2][=Branch1][C][=O],<rdkit.Chem.rdchem.Mol object at 0x7f9a602f69d0>
expert3,150.0,O=Cc7c(O)c(C=O)c(=O)c(=CNc6ccc(n5c2ccc(NC=c1c(O)c(C=O)c(O)c(C=O)c1=O)cc2c4cc(NC=c3c(O)c(C=O)c(O)c(C=O)c3=O)ccc45)cc6)c7O,O=CC1=C(O)C(C=O)=C(O)C(=CNc2ccc(-n3c4ccc(NC=C5C(=O)C(C=O)=C(O)C(C=O)=C5O)cc4c4cc(NC=C5C(=O)C(C=O)=C(O)C(C=O)=C5O)ccc43)cc2)C1=O,[O][=C][C][=C][Branch1][C][O][C][Branch1][Ring1][C][=O][=C][Branch1][C][O][C][=Branch2][#Branch1][=N][=C][N][C][=C][C][=C][Branch2][=Branch1][#C][N][C][=C][C][=C][Branch2][Ring1][#Branch2][N][C][=C][C][=Branch1][C][=O][C][Branch1][Ring1][C][=O][=C][Branch1][C][O][C][Branch1][Ring1][C][=O][=C][Ring1][N][O][C][=C][Ring2][Ring1][Branch1][C][=C][C][Branch2][Ring1][#Branch2][N][C][=C][C][=Branch1][C][=O][C][Branch1][Ring1][C][=O][=C][Branch1][C][O][C][Branch1][Ring1][C][=O][=C][Ring1][N][O][=C][C][=C][Ring2][Ring1][Branch1][Ring2][Ring2][O][C][=C][Ring2][Ring2][P][C][Ring2][Branch1][=N][=O],<rdkit.Chem.rdchem.Mol object at 0x7f9a602f6180>
expert3,51.3,O=Cc%12ccc(N(c1ccc(C=O)cc1)c%11ccc(/C=N/c%10ccc(N(c5ccc(/N=C/c4ccc(N(c2ccc(C=O)cc2)c3ccc(C=O)cc3)cc4)cc5)c9ccc(/N=C/c8ccc(N(c6ccc(C=O)cc6)c7ccc(C=O)cc7)cc8)cc9)cc%10)cc%11)cc%12,O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(/C=N/c3ccc(N(c4ccc(/N=C/c5ccc(N(c6ccc(C=O)cc6)c6ccc(C=O)cc6)cc5)cc4)c4ccc(/N=C/c5ccc(N(c6ccc(C=O)cc6)c6ccc(C=O)cc6)cc5)cc4)cc3)cc2)cc1,[O][=C][C][=C][C][=C][Branch2][O][Branch2][N][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][C][=C][C][=C][Branch2][=Branch2][=N][/C][=N][/C][=C][C][=C][Branch2][Branch2][#C][N][Branch2][Branch1][=Branch1][C][=C][C][=C][Branch2][Ring2][#Branch2][/N][=C][/C][=C][C][=C][Branch2][Ring1][N][N][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][C][=C][Ring2][Ring1][#Branch1][C][=C][Ring2][Ring1][#C][C][=C][C][=C][Branch2][Ring2][#Branch2][/N][=C][/C][=C][C][=C][Branch2][Ring1][N][N][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][C][=C][Ring2][Ring1][#Branch1][C][=C][Ring2][Ring1][#C][C][=C][Ring2][=Branch1][Branch1][C][=C][Ring2][=Branch1][=N][C][=C][Ring2][#Branch1][N],<rdkit.Chem.rdchem.Mol object at 0x7f9a602f6f10>
expert3,14.4,O=Cc%15ccc(c%14cc(c1ccc(C=O)cc1)nc(c%13ccc(/C=N/c%12ccc(N(c6ccc(/N=C/c5ccc(c4cc(c2ccc(C=O)cc2)cc(c3ccc(C=O)cc3)n4)cc5)cc6)c%11ccc(/N=C/c%10ccc(c9cc(c7ccc(C=O)cc7)cc(c8ccc(C=O)cc8)n9)cc%10)cc%11)cc%12)cc%13)c%14)cc%15,O=Cc1ccc(-c2cc(-c3ccc(C=O)cc3)nc(-c3ccc(/C=N/c4ccc(N(c5ccc(/N=C/c6ccc(-c7cc(-c8ccc(C=O)cc8)cc(-c8ccc(C=O)cc8)n7)cc6)cc5)c5ccc(/N=C/c6ccc(-c7cc(-c8ccc(C=O)cc8)cc(-c8ccc(C=O)cc8)n7)cc6)cc5)cc4)cc3)c2)cc1,[O][=C][C][=C][C][=C][Branch2][=N][#Branch1][C][=C][C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][=N][C][Branch2][O][=N][C][=C][C][=C][Branch2][#Branch2][P][/C][=N][/C][=C][C][=C][Branch2][#Branch2][Ring1][N][Branch2][Branch1][S][C][=C][C][=C][Branch2][Branch1][Ring2][/N][=C][/C][=C][C][=C][Branch2][Ring2][=Branch1][C][=C][C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][=C][C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][=N][Ring2][Ring1][=Branch1][C][=C][Ring2][Ring1][N][C][=C][Ring2][Ring2][Ring2][C][=C][C][=C][Branch2][Branch1][Ring2][/N][=C][/C][=C][C][=C][Branch2][Ring2][=Branch1][C][=C][C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][=C][C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][=N][Ring2][Ring1][=Branch1][C][=C][Ring2][Ring1][N][C][=C][Ring2][Ring2][Ring2][C][=C][Ring2][=Branch1][#C][C][=C][Ring2][#Branch1][#Branch1][=C][Ring2][Branch2][Branch1][C][=C][Ring2][Branch2][O],<rdkit.Chem.rdchem.Mol object at 0x7f9a602f75a0>
