dataset,capacity_max,smiles,canon_smiles,selfies,molecule
expert1,400.0,NC1=CC=C(C2=NC(C3=CC=C(N=C3)/N=C/C4=C(C(/C=N/C5=CC=C(C=N5)C6=NC(C7=CN=C(C=C7)N)=NC(C8=CC=C(N=C8)N)=N6)=C(O)C(/C=N/C9=CC=C(C=N9)C%10=NC(C%11=CN=C(C=C%11)N)=NC(C%12=CC=C(N=C%12)N)=N%10)=C4O)O)=NC(C%13=CN=C(C=C%13)N)=N2)C=N1,Nc1ccc(-c2nc(-c3ccc(N)nc3)nc(-c3ccc(/N=C/c4c(O)c(/C=N/c5ccc(-c6nc(-c7ccc(N)nc7)nc(-c7ccc(N)nc7)n6)cn5)c(O)c(/C=N/c5ccc(-c6nc(-c7ccc(N)nc7)nc(-c7ccc(N)nc7)n6)cn5)c4O)nc3)n2)cn1,[N][C][=C][C][=C][Branch2][O][S][C][=N][C][Branch1][N][C][=C][C][=C][Branch1][C][N][N][=C][Ring1][#Branch1][=N][C][Branch2][#Branch2][#Branch1][C][=C][C][=C][Branch2][=Branch2][O][/N][=C][/C][=C][Branch1][C][O][C][Branch2][Branch1][C][/C][=N][/C][=C][C][=C][Branch2][Ring2][Ring2][C][=N][C][Branch1][N][C][=C][C][=C][Branch1][C][N][N][=C][Ring1][#Branch1][=N][C][Branch1][N][C][=C][C][=C][Branch1][C][N][N][=C][Ring1][#Branch1][=N][Ring2][Ring1][Ring2][C][=N][Ring2][Ring1][#Branch2][=C][Branch1][C][O][C][Branch2][Branch1][C][/C][=N][/C][=C][C][=C][Branch2][Ring2][Ring2][C][=N][C][Branch1][N][C][=C][C][=C][Branch1][C][N][N][=C][Ring1][#Branch1][=N][C][Branch1][N][C][=C][C][=C][Branch1][C][N][N][=C][Ring1][#Branch1][=N][Ring2][Ring1][Ring2][C][=N][Ring2][Ring1][#Branch2][=C][Ring2][Branch1][S][O][N][=C][Ring2][=Branch1][=Branch2][=N][Ring2][#Branch1][=Branch1][C][=N][Ring2][#Branch1][N],<rdkit.Chem.rdchem.Mol object at 0x7f9a6008bf40>
expert1,546.0,NC1=CC=C(C2=NC(C3=CC=C(N=C3)/N=C/C4=C(C(/C=N/C5=CC=C(C=N5)C6=NC(C7=CN=C(C=C7)N)=NC(C8=CC=C(N=C8)N)=N6)=CC(/C=N/C9=CC=C(C=N9)C%10=NC(C%11=CN=C(C=C%11)N)=NC(C%12=CC=C(N=C%12)N)=N%10)=C4)O)=NC(C%13=CN=C(C=C%13)N)=N2)C=N1,Nc1ccc(-c2nc(-c3ccc(N)nc3)nc(-c3ccc(/N=C/c4cc(/C=N/c5ccc(-c6nc(-c7ccc(N)nc7)nc(-c7ccc(N)nc7)n6)cn5)c(O)c(/C=N/c5ccc(-c6nc(-c7ccc(N)nc7)nc(-c7ccc(N)nc7)n6)cn5)c4)nc3)n2)cn1,[N][C][=C][C][=C][Branch2][O][N][C][=N][C][Branch1][N][C][=C][C][=C][Branch1][C][N][N][=C][Ring1][#Branch1][=N][C][Branch2][#Branch2][Ring1][C][=C][C][=C][Branch2][=Branch2][#Branch1][/N][=C][/C][=C][C][Branch2][Branch1][C][/C][=N][/C][=C][C][=C][Branch2][Ring2][Ring2][C][=N][C][Branch1][N][C][=C][C][=C][Branch1][C][N][N][=C][Ring1][#Branch1][=N][C][Branch1][N][C][=C][C][=C][Branch1][C][N][N][=C][Ring1][#Branch1][=N][Ring2][Ring1][Ring2][C][=N][Ring2][Ring1][#Branch2][=C][Branch1][C][O][C][Branch2][Branch1][C][/C][=N][/C][=C][C][=C][Branch2][Ring2][Ring2][C][=N][C][Branch1][N][C][=C][C][=C][Branch1][C][N][N][=C][Ring1][#Branch1][=N][C][Branch1][N][C][=C][C][=C][Branch1][C][N][N][=C][Ring1][#Branch1][=N][Ring2][Ring1][Ring2][C][=N][Ring2][Ring1][#Branch2][=C][Ring2][Branch1][#C][N][=C][Ring2][=Branch1][#Branch1][=N][Ring2][#Branch1][Ring2][C][=N][Ring2][#Branch1][#Branch2],<rdkit.Chem.rdchem.Mol object at 0x7f9a60089b60>
expert1,256.0,Nc7cc(O)c(/N=C/c6ccc(c5nc(c2ccc(/C=N/c1cc(O)c(N)cc1O)cc2)nc(c4ccc(/C=N/c3cc(O)c(N)cc3O)cc4)n5)cc6)cc7O,Nc1cc(O)c(/N=C/c2ccc(-c3nc(-c4ccc(/C=N/c5cc(O)c(N)cc5O)cc4)nc(-c4ccc(/C=N/c5cc(O)c(N)cc5O)cc4)n3)cc2)cc1O,[N][C][=C][C][Branch1][C][O][=C][Branch2][#Branch1][=Branch1][/N][=C][/C][=C][C][=C][Branch2][=Branch1][Branch2][C][=N][C][Branch2][Ring1][=N][C][=C][C][=C][Branch2][Ring1][C][/C][=N][/C][=C][C][Branch1][C][O][=C][Branch1][C][N][C][=C][Ring1][Branch2][O][C][=C][Ring1][P][=N][C][Branch2][Ring1][=N][C][=C][C][=C][Branch2][Ring1][C][/C][=N][/C][=C][C][Branch1][C][O][=C][Branch1][C][N][C][=C][Ring1][Branch2][O][C][=C][Ring1][P][=N][Ring2][Ring2][Branch2][C][=C][Ring2][Ring2][=C][C][=C][Ring2][Branch1][#Branch1][O],<rdkit.Chem.rdchem.Mol object at 0x7f9a60089d20>
expert1,335.0,O=CN1CCN(C=NC2=NC(/N=C/N3CCN(C=O)CC3)=NC(/N=C/N4CCN(CC4)C=O)=N2)CC1,O=CN1CCN(C=Nc2nc(/N=C/N3CCN(C=O)CC3)nc(/N=C/N3CCN(C=O)CC3)n2)CC1,[O][=C][N][C][C][N][Branch2][Ring2][N][C][=N][C][=N][C][Branch1][#C][/N][=C][/N][C][C][N][Branch1][Ring1][C][=O][C][C][Ring1][Branch2][=N][C][Branch1][#C][/N][=C][/N][C][C][N][Branch1][Ring1][C][=O][C][C][Ring1][Branch2][=N][Ring2][Ring1][#Branch2][C][C][Ring2][Ring2][C],<rdkit.Chem.rdchem.Mol object at 0x7f9a60088200>
expert1,256.0,N#Cc%16ccc(n%15[nH]c(=O)c%14cc%13c(=O)n(c%12ccc(c%11nc(c5ccc(n4[nH]c(=O)c3cc2c(=O)n(c1ccc(C#N)cc1)[nH]c(=O)c2cc3c4=O)cc5)nc(c%10ccc(n9[nH]c(=O)c8cc7c(=O)n(c6ccc(C#N)cc6)[nH]c(=O)c7cc8c9=O)cc%10)n%11)cc%12)[nH]c(=O)c%13cc%14c%15=O)cc%16,N#Cc1ccc(-n2[nH]c(=O)c3cc4c(=O)n(-c5ccc(-c6nc(-c7ccc(-n8[nH]c(=O)c9cc%10c(=O)n(-c%11ccc(C#N)cc%11)[nH]c(=O)c%10cc9c8=O)cc7)nc(-c7ccc(-n8[nH]c(=O)c9cc%10c(=O)n(-c%11ccc(C#N)cc%11)[nH]c(=O)c%10cc9c8=O)cc7)n6)cc5)[nH]c(=O)c4cc3c2=O)cc1,[N][#C][C][=C][C][=C][Branch2][=N][Ring2][N][NH1][C][=Branch1][C][=O][C][=C][C][C][=Branch1][C][=O][N][Branch2][#Branch2][S][C][=C][C][=C][Branch2][#Branch2][Ring2][C][=N][C][Branch2][Branch1][O][C][=C][C][=C][Branch2][Ring2][#C][N][NH1][C][=Branch1][C][=O][C][=C][C][C][=Branch1][C][=O][N][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][#N][C][=C][Ring1][Branch2][NH1][C][=Branch1][C][=O][C][=Ring1][S][C][=C][Ring2][Ring1][Ring2][C][Ring2][Ring1][=Branch2][=O][C][=C][Ring2][Ring1][S][=N][C][Branch2][Branch1][O][C][=C][C][=C][Branch2][Ring2][#C][N][NH1][C][=Branch1][C][=O][C][=C][C][C][=Branch1][C][=O][N][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][#N][C][=C][Ring1][Branch2][NH1][C][=Branch1][C][=O][C][=Ring1][S][C][=C][Ring2][Ring1][Ring2][C][Ring2][Ring1][=Branch2][=O][C][=C][Ring2][Ring1][S][=N][Ring2][=Branch1][=Branch1][C][=C][Ring2][=Branch1][N][NH1][C][=Branch1][C][=O][C][=Ring2][#Branch1][Ring2][C][=C][Ring2][#Branch1][Branch2][C][Ring2][#Branch1][=N][=O][C][=C][Ring2][Branch2][Ring2],<rdkit.Chem.rdchem.Mol object at 0x7f9a6008a180>
expert1,231.0,N#Cc%16ccc(n%15c(=O)c%14cc%13c(=O)n(c%12ccc(c%11nc(c5ccc(n4c(=O)c3cc2c(=O)n(c1ccc(C#N)cc1)c(=O)c2cc3c4=O)cc5)nc(c%10ccc(n9c(=O)c8cc7c(=O)n(c6ccc(C#N)cc6)c(=O)c7cc8c9=O)cc%10)n%11)cc%12)c(=O)c%13cc%14c%15=O)cc%16,N#Cc1ccc(-n2c(=O)c3cc4c(=O)n(-c5ccc(-c6nc(-c7ccc(-n8c(=O)c9cc%10c(=O)n(-c%11ccc(C#N)cc%11)c(=O)c%10cc9c8=O)cc7)nc(-c7ccc(-n8c(=O)c9cc%10c(=O)n(-c%11ccc(C#N)cc%11)c(=O)c%10cc9c8=O)cc7)n6)cc5)c(=O)c4cc3c2=O)cc1,[N][#C][C][=C][C][=C][Branch2][N][=C][N][C][=Branch1][C][=O][C][=C][C][C][=Branch1][C][=O][N][Branch2][#Branch2][N][C][=C][C][=C][Branch2][=Branch2][S][C][=N][C][Branch2][Branch1][=Branch2][C][=C][C][=C][Branch2][Ring2][=N][N][C][=Branch1][C][=O][C][=C][C][C][=Branch1][C][=O][N][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][#N][C][=C][Ring1][Branch2][C][=Branch1][C][=O][C][=Ring1][#C][C][=C][Ring2][Ring1][Ring1][C][Ring2][Ring1][#Branch1][=O][C][=C][Ring2][Ring1][=C][=N][C][Branch2][Branch1][=Branch2][C][=C][C][=C][Branch2][Ring2][=N][N][C][=Branch1][C][=O][C][=C][C][C][=Branch1][C][=O][N][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][#N][C][=C][Ring1][Branch2][C][=Branch1][C][=O][C][=Ring1][#C][C][=C][Ring2][Ring1][Ring1][C][Ring2][Ring1][#Branch1][=O][C][=C][Ring2][Ring1][=C][=N][Ring2][=Branch1][C][C][=C][Ring2][=Branch1][Branch2][C][=Branch1][C][=O][C][=Ring2][=Branch1][#C][C][=C][Ring2][#Branch1][Ring1][C][Ring2][#Branch1][#Branch1][=O][C][=C][Ring2][#Branch1][=C],<rdkit.Chem.rdchem.Mol object at 0x7f9a6008a3b0>
expert2,407.0,Brc4ccc(Nc3nc(Nc1ccc(Br)s1)nc(Nc2ccc(Br)s2)n3)s4,Brc1ccc(Nc2nc(Nc3ccc(Br)s3)nc(Nc3ccc(Br)s3)n2)s1,[Br][C][=C][C][=C][Branch2][Ring2][Branch1][N][C][=N][C][Branch1][N][N][C][=C][C][=C][Branch1][C][Br][S][Ring1][=Branch1][=N][C][Branch1][N][N][C][=C][C][=C][Branch1][C][Br][S][Ring1][=Branch1][=N][Ring2][Ring1][Ring2][S][Ring2][Ring1][#Branch2],<rdkit.Chem.rdchem.Mol object at 0x7f9a6008a0a0>
expert2,663.0,Nc%13cc%12nc%11cc%10nc9c4nc3cc2nc1cc(N)c(N)cc1nc2cc3nc4c8nc7cc6nc5cc(N)c(N)cc5nc6cc7nc8c9nc%10cc%11nc%12cc%13N,Nc1cc2nc3cc4nc5c6nc7cc8nc9cc(N)c(N)cc9nc8cc7nc6c6nc7cc8nc9cc(N)c(N)cc9nc8cc7nc6c5nc4cc3nc2cc1N,[N][C][=C][C][=N][C][=C][C][=N][C][=C][N][=C][C][=C][N][=C][C][=C][Branch1][C][N][C][Branch1][C][N][=C][C][Ring1][Branch2][=N][C][Ring1][N][=C][C][Ring1][S][=N][C][Ring2][Ring1][Ring2][=C][N][=C][C][=C][N][=C][C][=C][Branch1][C][N][C][Branch1][C][N][=C][C][Ring1][Branch2][=N][C][Ring1][N][=C][C][Ring1][S][=N][C][Ring2][Ring1][Ring2][=C][Ring2][Ring2][#Branch2][N][=C][Ring2][Ring2][=C][C][=C][Ring2][Branch1][C][N][=C][Ring2][Branch1][=Branch1][C][=C][Ring2][Branch1][#Branch2][N],<rdkit.Chem.rdchem.Mol object at 0x7f9a6008ae30>
expert2,379.0,Nc(ccc1)c2c1c(NC=C3C(C(C(C(C3=O)=CNc(ccc4)c5c4c(N)ccc5)=O)=CNc(ccc6)c7c6c(N)ccc7)=O)ccc2,Nc1cccc2c(NC=C3C(=O)C(=CNc4cccc5c(N)cccc45)C(=O)C(=CNc4cccc5c(N)cccc45)C3=O)cccc12,[N][C][=C][C][=C][C][=C][Branch2][Branch1][#C][N][C][=C][C][=Branch1][C][=O][C][=Branch2][Ring1][Ring2][=C][N][C][=C][C][=C][C][=C][Branch1][C][N][C][=C][C][=C][Ring1][O][Ring1][#Branch1][C][=Branch1][C][=O][C][=Branch2][Ring1][Ring2][=C][N][C][=C][C][=C][C][=C][Branch1][C][N][C][=C][C][=C][Ring1][O][Ring1][#Branch1][C][Ring2][Ring2][C][=O][C][=C][C][=C][Ring2][Ring2][#C][Ring2][Ring2][O],<rdkit.Chem.rdchem.Mol object at 0x7f9a60089c40>
expert2,66.56,Nc%18ccc(c%17ccc%16[nH]c(c%15cc(c3nc2cc(c1ccc(N)c(N)c1)ccc2[nH]3)cc(n%11c(=O)c%12ccc%13c(=O)n(c%10cc(c6nc5cc(c4ccc(N)c(N)c4)ccc5[nH]6)cc(c9nc8cc(c7ccc(N)c(N)c7)ccc8[nH]9)c%10)c(=O)c%14ccc(c%11=O)c%12c%13%14)c%15)nc%16c%17)cc%18N,Nc1ccc(-c2ccc3[nH]c(-c4cc(-c5nc6cc(-c7ccc(N)c(N)c7)ccc6[nH]5)cc(N5C(=O)c6ccc7c8c(ccc(c68)C5=O)C(=O)N(c5cc(-c6nc8cc(-c9ccc(N)c(N)c9)ccc8[nH]6)cc(-c6nc8cc(-c9ccc(N)c(N)c9)ccc8[nH]6)c5)C7=O)c4)nc3c2)cc1N,[N][C][=C][C][=C][Branch2][N][S][C][=C][C][=C][NH1][C][Branch2][O][=C][C][=C][C][Branch2][Ring1][=C][C][=N][C][=C][C][Branch1][#C][C][=C][C][=C][Branch1][C][N][C][Branch1][C][N][=C][Ring1][Branch2][=C][C][=C][Ring1][=C][NH1][Ring1][P][=C][C][Branch2][=Branch2][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Branch1][#C][C][=C][C][=Branch1][=Branch1][=C][Ring1][#Branch2][Ring1][=Branch1][C][Ring1][=C][=O][C][=Branch1][C][=O][N][Branch2][=Branch1][#Branch2][C][=C][C][Branch2][Ring1][=C][C][=N][C][=C][C][Branch1][#C][C][=C][C][=C][Branch1][C][N][C][Branch1][C][N][=C][Ring1][Branch2][=C][C][=C][Ring1][=C][NH1][Ring1][P][=C][C][Branch2][Ring1][=C][C][=N][C][=C][C][Branch1][#C][C][=C][C][=C][Branch1][C][N][C][Branch1][C][N][=C][Ring1][Branch2][=C][C][=C][Ring1][=C][NH1][Ring1][P][=C][Ring2][Ring2][Branch2][C][Ring2][Branch1][Branch1][=O][=C][Ring2][#Branch1][Ring1][=N][C][Ring2][#Branch1][Branch2][=C][Ring2][#Branch1][N][C][=C][Ring2][Branch2][C][N],<rdkit.Chem.rdchem.Mol object at 0x7f9a60088190>
expert2,5.65,Nc1c(N)cc(c(cc2)cc3c2[nH]c(c4cc(N5C(c(ccc6c(ccc7C(N(C8=O)c9cc(c(n%10)[nH]c%11c%10ccc(c%12cc(N)c(N)cc%12)c%11)cc(c(n%13)[nH]c%14c%13cc(c%15cc(N)c(N)cc%15)cc%14)c9)=O)c%16c7c8ccc%17%16)c%18c6c%17ccc%18C5=O)=O)cc(c(n%19)[nH]c%20c%19ccc(c%21cc(N)c(N)cc%21)c%20)c4)n3)cc1,Nc1ccc(-c2ccc3[nH]c(-c4cc(-c5nc6ccc(-c7ccc(N)c(N)c7)cc6[nH]5)cc(N5C(=O)c6ccc7c8ccc9c%10c(ccc(c%11ccc(c6c7%11)C5=O)c%108)C(=O)N(c5cc(-c6nc7cc(-c8ccc(N)c(N)c8)ccc7[nH]6)cc(-c6nc7ccc(-c8ccc(N)c(N)c8)cc7[nH]6)c5)C9=O)c4)nc3c2)cc1N,[N][C][=C][C][=C][Branch2][=C][#Branch1][C][=C][C][=C][NH1][C][Branch2][=N][Branch1][C][=C][C][Branch2][Ring1][=C][C][=N][C][=C][C][=C][Branch1][#C][C][=C][C][=C][Branch1][C][N][C][Branch1][C][N][=C][Ring1][Branch2][C][=C][Ring1][=C][NH1][Ring1][P][=C][C][Branch2][#Branch2][=Branch2][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][C][=C][Branch2][Ring1][P][C][=C][C][Branch2][Ring1][Branch1][C][=C][C][=C][Branch1][#Branch2][C][Ring2][Ring1][C][=C][Ring1][S][Ring1][=Branch1][C][Ring2][Ring1][#Branch1][=O][=C][Ring1][=C][Ring2][Ring1][C][C][=Branch1][C][=O][N][Branch2][=Branch1][#Branch2][C][=C][C][Branch2][Ring1][=C][C][=N][C][=C][C][Branch1][#C][C][=C][C][=C][Branch1][C][N][C][Branch1][C][N][=C][Ring1][Branch2][=C][C][=C][Ring1][=C][NH1][Ring1][P][=C][C][Branch2][Ring1][=C][C][=N][C][=C][C][=C][Branch1][#C][C][=C][C][=C][Branch1][C][N][C][Branch1][C][N][=C][Ring1][Branch2][C][=C][Ring1][=C][NH1][Ring1][P][=C][Ring2][Ring2][Branch2][C][Ring2][Branch1][O][=O][=C][Ring2][#Branch1][=N][=N][C][Ring2][Branch2][C][=C][Ring2][Branch2][=Branch1][C][=C][Ring2][Branch2][N][N],<rdkit.Chem.rdchem.Mol object at 0x7f9a60089ee0>
expert2,88.4,Nc%17ccc(c%16ccc%15[nH]c(c%14cc(c3nc2cc(c1ccc(N)c(N)c1)ccc2[nH]3)cc(n%13c(=O)c%12cc%11c(=O)n(c%10cc(c6nc5ccc(c4ccc(N)c(N)c4)cc5[nH]6)cc(c9nc8ccc(c7ccc(N)c(N)c7)cc8[nH]9)c%10)c(=O)c%11cc%12c%13=O)c%14)nc%15c%16)cc%17N,Nc1ccc(-c2ccc3[nH]c(-c4cc(-c5nc6cc(-c7ccc(N)c(N)c7)ccc6[nH]5)cc(-n5c(=O)c6cc7c(=O)n(-c8cc(-c9nc%10ccc(-c%11ccc(N)c(N)c%11)cc%10[nH]9)cc(-c9nc%10ccc(-c%11ccc(N)c(N)c%11)cc%10[nH]9)c8)c(=O)c7cc6c5=O)c4)nc3c2)cc1N,[N][C][=C][C][=C][Branch2][N][#Branch2][C][=C][C][=C][NH1][C][Branch2][O][Branch2][C][=C][C][Branch2][Ring1][=C][C][=N][C][=C][C][Branch1][#C][C][=C][C][=C][Branch1][C][N][C][Branch1][C][N][=C][Ring1][Branch2][=C][C][=C][Ring1][=C][NH1][Ring1][P][=C][C][Branch2][Branch2][N][N][C][=Branch1][C][=O][C][=C][C][C][=Branch1][C][=O][N][Branch2][=Branch1][#Branch2][C][=C][C][Branch2][Ring1][=C][C][=N][C][=C][C][=C][Branch1][#C][C][=C][C][=C][Branch1][C][N][C][Branch1][C][N][=C][Ring1][Branch2][C][=C][Ring1][=C][NH1][Ring1][P][=C][C][Branch2][Ring1][=C][C][=N][C][=C][C][=C][Branch1][#C][C][=C][C][=C][Branch1][C][N][C][Branch1][C][N][=C][Ring1][Branch2][C][=C][Ring1][=C][NH1][Ring1][P][=C][Ring2][Ring2][Branch2][C][=Branch1][C][=O][C][=Ring2][Ring2][#C][C][=C][Ring2][Branch1][Ring1][C][Ring2][Branch1][#Branch1][=O][=C][Ring2][=Branch1][#C][=N][C][Ring2][#Branch1][Ring2][=C][Ring2][#Branch1][Branch2][C][=C][Ring2][#Branch1][=C][N],<rdkit.Chem.rdchem.Mol object at 0x7f9a6008a110>
expert2,49.0,Nc1cc2c(C(c3c(C2=O)ccc(NC=c(c(=O)c(=CNc4cc5c(C(c6c(C5=O)ccc(N)c6)=O)cc4)c(=O)c7=CNc8cc9c(C(c%10c(C9=O)ccc(N)c%10)=O)cc8)c7=O)c3)=O)cc1,Nc1ccc2c(c1)C(=O)c1ccc(NC=C3C(=O)C(=CNc4ccc5c(c4)C(=O)c4ccc(N)cc4C5=O)C(=O)C(=CNc4ccc5c(c4)C(=O)c4ccc(N)cc4C5=O)C3=O)cc1C2=O,[N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][Branch2][#Branch1][#Branch1][N][C][=C][C][=Branch1][C][=O][C][=Branch2][Ring1][S][=C][N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][C][Ring1][=N][=O][C][=Branch1][C][=O][C][=Branch2][Ring1][S][=C][N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][C][Ring1][=N][=O][C][Ring2][Ring2][=C][=O][C][=C][Ring2][Branch1][#Branch1][C][Ring2][Branch1][=N][=O],<rdkit.Chem.rdchem.Mol object at 0x7f9a602f5230>
expert2,95.0,Nc1ccc(NC=C2C(C(C(C(C2=O)=CNc3ccc(N)cc3)=O)=CNc4ccc(N)cc4)=O)cc1,Nc1ccc(NC=C2C(=O)C(=CNc3ccc(N)cc3)C(=O)C(=CNc3ccc(N)cc3)C2=O)cc1,[N][C][=C][C][=C][Branch2][Ring2][P][N][C][=C][C][=Branch1][C][=O][C][=Branch1][=C][=C][N][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][=Branch1][=C][=C][N][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][C][Ring2][Ring1][#Branch2][=O][C][=C][Ring2][Ring2][Ring1],<rdkit.Chem.rdchem.Mol object at 0x7f9a602f6ea0>
expert2,724.0,Nc7cc6sc(c5c(O)c(c2nc1cc(S)c(N)cc1s2)c(O)c(c4nc3cc(S)c(N)cc3s4)c5O)nc6cc7S,Nc1cc2sc(-c3c(O)c(-c4nc5cc(S)c(N)cc5s4)c(O)c(-c4nc5cc(S)c(N)cc5s4)c3O)nc2cc1S,[N][C][=C][C][S][C][Branch2][Branch1][=N][C][=C][Branch1][C][O][C][Branch2][Ring1][Ring2][C][=N][C][=C][C][Branch1][C][S][=C][Branch1][C][N][C][=C][Ring1][Branch2][S][Ring1][O][=C][Branch1][C][O][C][Branch2][Ring1][Ring2][C][=N][C][=C][C][Branch1][C][S][=C][Branch1][C][N][C][=C][Ring1][Branch2][S][Ring1][O][=C][Ring2][Ring1][=C][O][=N][C][=Ring2][Ring2][Ring2][C][=C][Ring2][Ring2][Branch2][S],<rdkit.Chem.rdchem.Mol object at 0x7f9a602f7920>
expert2,166.0,Nc7cc6sc(c5cc(c2nc1cc(S)c(N)cc1s2)cc(c4nc3cc(S)c(N)cc3s4)c5)nc6cc7S,Nc1cc2sc(-c3cc(-c4nc5cc(S)c(N)cc5s4)cc(-c4nc5cc(S)c(N)cc5s4)c3)nc2cc1S,[N][C][=C][C][S][C][Branch2][Branch1][=Branch1][C][=C][C][Branch2][Ring1][Ring2][C][=N][C][=C][C][Branch1][C][S][=C][Branch1][C][N][C][=C][Ring1][Branch2][S][Ring1][O][=C][C][Branch2][Ring1][Ring2][C][=N][C][=C][C][Branch1][C][S][=C][Branch1][C][N][C][=C][Ring1][Branch2][S][Ring1][O][=C][Ring2][Ring1][N][=N][C][=Ring2][Ring1][P][C][=C][Ring2][Ring2][Branch1][S],<rdkit.Chem.rdchem.Mol object at 0x7f9a602f7e60>
expert2,224.0,Nc7cc6nc5c2nc1cc(N)c(N)cc1nc2c4nc3cc(N)c(N)cc3nc4c5nc6cc7N,Nc1cc2nc3c4nc5cc(N)c(N)cc5nc4c4nc5cc(N)c(N)cc5nc4c3nc2cc1N,[N][C][=C][C][=N][C][=C][N][=C][C][=C][Branch1][C][N][C][Branch1][C][N][=C][C][Ring1][Branch2][=N][C][Ring1][N][=C][N][=C][C][=C][Branch1][C][N][C][Branch1][C][N][=C][C][Ring1][Branch2][=N][C][Ring1][N][=C][Ring2][Ring1][#Branch2][N][=C][Ring2][Ring1][=C][C][=C][Ring2][Ring2][C][N],<rdkit.Chem.rdchem.Mol object at 0x7f9a602f49e0>
expert2,585.0,NC2=C(N)C(=O)C1N=c6c(=NC1C2=O)c4=NC3C(=O)C(N)=C(N)C(=O)C3N=c4c7=NC5C(=O)C(N)=C(N)C(=O)C5N=c67,NC1=C(N)C(=O)C2N=c3c(c4c(c5c3=NC3C(=O)C(N)=C(N)C(=O)C3N=5)=NC3C(=O)C(N)=C(N)C(=O)C3N=4)=NC2C1=O,[N][C][=C][Branch1][C][N][C][=Branch1][C][=O][C][N][=C][C][Branch2][Branch1][O][C][C][Branch2][Ring1][=N][C][C][Ring1][=Branch1][=N][C][C][=Branch1][C][=O][C][Branch1][C][N][=C][Branch1][C][N][C][=Branch1][C][=O][C][Ring1][#Branch2][N][=Ring1][=C][=N][C][C][=Branch1][C][=O][C][Branch1][C][N][=C][Branch1][C][N][C][=Branch1][C][=O][C][Ring1][#Branch2][N][=Ring2][Ring1][N][=N][C][Ring2][Ring2][C][C][Ring2][Ring2][Branch2][=O],<rdkit.Chem.rdchem.Mol object at 0x7f9a602f4dd0>
expert2,546.0,OC(C(C=O)=CC(C=O)=C1)=C1/C=N/C(N=C2)=CC=C2C3=NC(C4=CN=C(C=C4)/N=C\C5=C(C(C=O)=CC(C=O)=C5)O)=NC(C6=CC=C(N=C6)/N=C\C7=C(C(C=O)=CC(C=O)=C7)O)=N3,O=Cc1cc(C=O)c(O)c(/C=N\c2ccc(-c3nc(-c4ccc(/N=C\c5cc(C=O)cc(C=O)c5O)nc4)nc(-c4ccc(/N=C/c5cc(C=O)cc(C=O)c5O)nc4)n3)cn2)c1,[O][=C][C][=C][C][Branch1][Ring1][C][=O][=C][Branch1][C][O][C][Branch2][#Branch1][N][/C][=N][\C][=C][C][=C][Branch2][=Branch1][=C][C][=N][C][Branch2][Ring1][S][C][=C][C][=C][Branch2][Ring1][Ring2][/N][=C][\C][=C][C][Branch1][Ring1][C][=O][=C][C][Branch1][Ring1][C][=O][=C][Ring1][#Branch2][O][N][=C][Ring2][Ring1][Ring1][=N][C][Branch2][Ring1][S][C][=C][C][=C][Branch2][Ring1][Ring2][/N][=C][/C][=C][C][Branch1][Ring1][C][=O][=C][C][Branch1][Ring1][C][=O][=C][Ring1][#Branch2][O][N][=C][Ring2][Ring1][Ring1][=N][Ring2][Ring2][N][C][=N][Ring2][Branch1][C][=C][Ring2][Branch1][=N],<rdkit.Chem.rdchem.Mol object at 0x7f9a602f7990>
